"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Specie"
"forward_CO1_22456"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22457"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Leptothecata"	"Clytiidae"	"Clytia"	"Clytia gracilis"
"forward_CO1_22458"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Clausocalanidae"	"Clausocalanus"	"Clausocalanus pergens"
"forward_CO1_22459"	"Eukaryota"	"Annelida"	"Polychaeta"	"Terebellida"	"Ampharetidae"	"Unassigned"	"Unassigned"
"forward_CO1_22460"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_22461"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_22462"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_22463"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_22464"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_22465"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_22466"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_22467"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_22468"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22469"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22470"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22471"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22472"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22473"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22474"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22475"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22476"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22477"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22478"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22479"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22480"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22481"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22482"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22483"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22484"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22485"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22486"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22487"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22488"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22489"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22490"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22491"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22492"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22493"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22494"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22495"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22496"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22497"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22498"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22499"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22500"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22501"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22502"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22503"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Clausocalanidae"	"Clausocalanus"	"Clausocalanus parapergens"
"forward_CO1_22504"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22505"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22506"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22507"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22508"	"Eukaryota"	"Chlorophyta"	"Chloropicophyceae"	"Chloropicales"	"Chloropicaceae"	"Chloroparvula"	"Chloroparvula pacifica"
"forward_CO1_22509"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22510"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22511"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanoides"	"Calanoides patagoniensis"
"forward_CO1_22512"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Clausocalanidae"	"Microcalanus"	"Microcalanus sp. D AC-2021"
"forward_CO1_22513"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22514"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22515"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22516"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22517"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22518"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22519"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanoides"	"Calanoides patagoniensis"
"forward_CO1_22520"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22521"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Temoridae"	"Eurytemora"	"Unassigned"
"forward_CO1_22522"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22523"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22524"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22525"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanoides"	"Calanoides patagoniensis"
"forward_CO1_22526"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanoides"	"Calanoides patagoniensis"
"forward_CO1_22527"	"Eukaryota"	"Annelida"	"Polychaeta"	"Phyllodocida"	"Syllidae"	"Syllis"	"Syllis magellanica"
"forward_CO1_22528"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22529"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22530"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Bathycoccaceae"	"Bathycoccus"	"Bathycoccus prasinos"
"forward_CO1_22531"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22532"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22533"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22534"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22535"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22536"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Centropagidae"	"Centropages"	"Centropages tenuiremis"
"forward_CO1_22537"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22538"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Temoridae"	"Eurytemora"	"Eurytemora affinis"
"forward_CO1_22539"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_22540"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22541"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22542"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22543"	"Eukaryota"	"Annelida"	"Polychaeta"	"Terebellida"	"Ampharetidae"	"Unassigned"	"Unassigned"
"forward_CO1_22544"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_22545"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_22546"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_22547"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_22548"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22549"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22550"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22551"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22552"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22553"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22554"	"Eukaryota"	"Annelida"	"Clitellata"	"Crassiclitellata"	"Lumbricidae"	"Aporrectodea"	"Aporrectodea sp. BOLD:ACW4961"
"forward_CO1_22555"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22556"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanoides"	"Calanoides patagoniensis"
"forward_CO1_22557"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22558"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22559"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22560"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22561"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22562"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22563"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22564"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22565"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22566"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22567"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_22568"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Leptothecata"	"Clytiidae"	"Clytia"	"Unassigned"
"forward_CO1_22569"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Leptothecata"	"Clytiidae"	"Clytia"	"Unassigned"
"forward_CO1_22570"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_22571"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22572"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22573"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22574"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22575"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22576"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22577"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22578"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22579"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22580"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22581"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22582"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanoides"	"Calanoides patagoniensis"
"forward_CO1_22583"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22584"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22585"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22586"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22587"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22588"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22589"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22590"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22591"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22592"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22593"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Phragmatopoma"	"Phragmatopoma virgini"
"forward_CO1_22594"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Leptothecata"	"Clytiidae"	"Clytia"	"Unassigned"
"forward_CO1_22595"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Leptothecata"	"Clytiidae"	"Clytia"	"Unassigned"
"forward_CO1_22596"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Leptothecata"	"Clytiidae"	"Clytia"	"Unassigned"
"forward_CO1_22597"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_22598"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_22599"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Phragmatopoma"	"Phragmatopoma moerchi"
"forward_CO1_22600"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22601"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Clausocalanidae"	"Drepanopus"	"Drepanopus forcipatus"
"forward_CO1_22602"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Clausocalanidae"	"Drepanopus"	"Drepanopus forcipatus"
"forward_CO1_22603"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Clausocalanidae"	"Drepanopus"	"Drepanopus forcipatus"
"forward_CO1_22604"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Clausocalanidae"	"Clausocalanus"	"Clausocalanus parapergens"
"forward_CO1_22605"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22606"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22607"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22608"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22609"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Mamiellaceae"	"Micromonas"	"Micromonas pusilla"
"forward_CO1_22610"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22611"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22612"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22613"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22614"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22615"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22616"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22617"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Temoridae"	"Eurytemora"	"Eurytemora affinis"
"forward_CO1_22618"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22619"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22620"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22621"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22622"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanoides"	"Calanoides patagoniensis"
"forward_CO1_22623"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22624"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22625"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22626"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Bathycoccaceae"	"Bathycoccus"	"Bathycoccus prasinos"
"forward_CO1_22627"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22628"	"Eukaryota"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22629"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22630"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22631"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22632"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22633"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22634"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22635"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22636"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22637"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22638"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22639"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22640"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22641"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22642"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22643"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22644"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22645"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22646"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22647"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
